Gene	Rank	Rating	Type	Proximity	QTL	PCHiC	Description
PSMB6	1623	2.014	Peripheral	0	0	0	proteasome 20S subunit beta 6
ARSB	1624	2.014	Peripheral	0	0	0	arylsulfatase B
S1PR2	1625	2.013	Peripheral	0	0	0	sphingosine-1-phosphate receptor 2
TSPAN33	1626	2.012	Peripheral	0	0	0	tetraspanin 33
ANXA2	1627	2.012	Peripheral	0	0	0	annexin A2
NCOA1	1628	2.012	Peripheral	0	0	0	nuclear receptor coactivator 1
CD4	1629	2.012	Peripheral	0	0	0	CD4 molecule
CCNT1	1630	2.012	Peripheral	0	0	0	cyclin T1
DYSF	1631	2.012	Peripheral	0	0	0	dysferlin
PUS10	1632	2.011	Core	1	0	0	pseudouridine synthase 10
LRRC47	1633	2.011	Peripheral	0	0	0	leucine rich repeat containing 47
SOD2	1634	2.011	Peripheral	0	0	0	superoxide dismutase 2
HSPG2	1635	2.011	Peripheral	0	0	0	heparan sulfate proteoglycan 2
CDK14	1636	2.011	Peripheral	0	0	0	cyclin dependent kinase 14
CDK13	1637	2.01	Peripheral	0	0	0	cyclin dependent kinase 13
CCNE2	1638	2.01	Peripheral	0	0	0	cyclin E2
MYO5A	1639	2.009	Peripheral	0	0	0	myosin VA
CSH1	1640	2.009	Peripheral	0	0	0	chorionic somatomammotropin hormone 1
ITPR3	1641	2.009	Peripheral	0	0	0	inositol 1,4,5-trisphosphate receptor type 3
CD9	1642	2.009	Peripheral	0	0	0	CD9 molecule
BRF1	1643	2.009	Peripheral	0	0	0	BRF1 RNA polymerase III transcription initiation factor subunit
CCNK	1644	2.008	Peripheral	0	0	0	cyclin K
PFKFB1	1645	2.008	Peripheral	0	0	0	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 1
IPMK	1646	2.008	Core	0	0	1	inositol polyphosphate multikinase
ULK3	1647	2.007	Peripheral	0	0	0	unc-51 like kinase 3
RPAP3	1648	2.006	Core	0	0	1	RNA polymerase II associated protein 3
STX16	1649	2.005	Peripheral	0	0	0	syntaxin 16
PSMB3	1650	2.005	Peripheral	0	0	0	proteasome 20S subunit beta 3
CCR3	1651	2.005	Peripheral	0	0	0	C-C motif chemokine receptor 3
ST13	1652	2.004	Peripheral	0	0	0	ST13 Hsp70 interacting protein
KAT14	1653	2.004	Peripheral	0	0	0	lysine acetyltransferase 14
CD8B	1654	2.003	Peripheral	0	0	0	CD8b molecule
COMMD7	1655	2.003	Core	1	0	0	COMM domain containing 7
SLIT2	1656	2.002	Peripheral	0	0	0	slit guidance ligand 2
PTP4A1	1657	2.002	Peripheral	0	0	0	protein tyrosine phosphatase 4A1
PSMA7	1658	2.001	Peripheral	0	0	0	proteasome 20S subunit alpha 7
EFNA5	1659	2.001	Peripheral	0	0	0	ephrin A5
RAC3	1660	2.001	Peripheral	0	0	0	Rac family small GTPase 3
PSMA4	1661	2	Peripheral	0	0	0	proteasome 20S subunit alpha 4
FMOD	1662	2	Peripheral	0	0	0	fibromodulin
HOXA5	1663	2	Core	0	0	1	homeobox A5
USP7	1664	2	Peripheral	0	0	0	ubiquitin specific peptidase 7
ARHGEF28	1665	2	Peripheral	0	0	0	Rho guanine nucleotide exchange factor 28
ACOT2	1666	2	Peripheral	0	0	0	acyl-CoA thioesterase 2
ACOT4	1666	2	Peripheral	0	0	0	acyl-CoA thioesterase 4
RALA	1668	2	Peripheral	0	0	0	RAS like proto-oncogene A
MUC5AC	1669	1.999	Peripheral	0	0	0	mucin 5AC, oligomeric mucus/gel-forming
PSMC3	1670	1.999	Peripheral	0	0	0	proteasome 26S subunit, ATPase 3
HUWE1	1671	1.999	Peripheral	0	0	0	HECT, UBA and WWE domain containing E3 ubiquitin protein ligase 1
XRCC6	1672	1.999	Peripheral	0	0	0	X-ray repair cross complementing 6
DCLRE1B	1673	1.999	Core	0	0	1	DNA cross-link repair 1B
PSMD13	1674	1.999	Peripheral	0	0	0	proteasome 26S subunit, non-ATPase 13
PIAS2	1675	1.998	Peripheral	0	0	0	protein inhibitor of activated STAT 2
PSMB2	1676	1.997	Peripheral	0	0	0	proteasome 20S subunit beta 2
SMAD1	1677	1.997	Peripheral	0	0	0	SMAD family member 1
KERA	1678	1.997	Peripheral	0	0	0	keratocan
TNIP3	1679	1.996	Peripheral	0	0	0	TNFAIP3 interacting protein 3
PFKP	1680	1.996	Peripheral	0	0	0	phosphofructokinase, platelet
FBXW2	1681	1.996	Peripheral	0	0	0	F-box and WD repeat domain containing 2
GRB10	1682	1.996	Peripheral	0	0	0	growth factor receptor bound protein 10
EPHA3	1683	1.995	Peripheral	0	0	0	EPH receptor A3
ACTN2	1684	1.995	Peripheral	0	0	0	actinin alpha 2
RRAS2	1685	1.994	Peripheral	0	0	0	RAS related 2
RNU7-77P	1686	1.994	Core	0	0	1	RNA, U7 small nuclear 77 pseudogene
CLEC7A	1687	1.994	Peripheral	0	0	0	C-type lectin domain containing 7A
NFKBIE	1688	1.993	Peripheral	0	0	0	NFKB inhibitor epsilon
PPL	1689	1.993	Peripheral	0	0	0	periplakin
CHEK2	1690	1.992	Peripheral	0	0	0	checkpoint kinase 2
PIK3R6	1691	1.992	Peripheral	0	0	0	phosphoinositide-3-kinase regulatory subunit 6
OMD	1692	1.99	Peripheral	0	0	0	osteomodulin
TUBA1A	1693	1.989	Peripheral	0	0	0	tubulin alpha 1a
ASXL1	1694	1.988	Core	1	0	0	ASXL transcriptional regulator 1
SGK2	1695	1.988	Peripheral	0	0	0	serum/glucocorticoid regulated kinase 2
AKNA	1696	1.988	Core	0	0	1	AT-hook transcription factor
CCNT2	1697	1.988	Peripheral	0	0	0	cyclin T2
PSME2	1698	1.988	Peripheral	0	0	0	proteasome activator subunit 2
PRELP	1699	1.988	Peripheral	0	0	0	proline and arginine rich end leucine rich repeat protein
STX6	1700	1.988	Peripheral	0	0	0	syntaxin 6
NBR1	1701	1.988	Peripheral	0	0	0	NBR1 autophagy cargo receptor
EML4	1702	1.986	Peripheral	0	0	0	EMAP like 4
HKDC1	1703	1.986	Peripheral	0	0	0	hexokinase domain containing 1
H3-5	1704	1.986	Peripheral	0	0	0	H3.5 histone
NOP2	1705	1.986	Core	0	0	1	NOP2 nucleolar protein
JUP	1706	1.985	Peripheral	0	0	0	junction plakoglobin
OMG	1707	1.985	Peripheral	0	0	0	oligodendrocyte myelin glycoprotein
PPP1R14A	1708	1.985	Peripheral	0	0	0	protein phosphatase 1 regulatory inhibitor subunit 14A
KDM1A	1709	1.984	Peripheral	0	0	0	lysine demethylase 1A
IGF1	1710	1.984	Peripheral	0	0	0	insulin like growth factor 1
VTN	1711	1.984	Peripheral	0	0	0	vitronectin
CYTH4	1712	1.984	Peripheral	0	0	0	cytohesin 4
PSMA5	1713	1.984	Peripheral	0	0	0	proteasome 20S subunit alpha 5
DCUN1D1	1714	1.984	Peripheral	0	0	0	defective in cullin neddylation 1 domain containing 1
MLC1	1715	1.983	Peripheral	0	0	0	modulator of VRAC current 1
PFKM	1716	1.983	Peripheral	0	0	0	phosphofructokinase, muscle
ARFGEF2	1717	1.983	Peripheral	0	0	0	ADP ribosylation factor guanine nucleotide exchange factor 2
PTPRS	1718	1.982	Peripheral	0	0	0	protein tyrosine phosphatase receptor type S
NLRP12	1719	1.982	Peripheral	0	0	0	NLR family pyrin domain containing 12
ANGPT1	1720	1.982	Peripheral	0	0	0	angiopoietin 1
NCOA2	1721	1.982	Peripheral	0	0	0	nuclear receptor coactivator 2
MAP3K2	1722	1.982	Peripheral	0	0	0	mitogen-activated protein kinase kinase kinase 2
RET	1723	1.982	Peripheral	0	0	0	ret proto-oncogene
PLK3	1724	1.98	Peripheral	0	0	0	polo like kinase 3
DCUN1D3	1725	1.98	Peripheral	0	0	0	defective in cullin neddylation 1 domain containing 3
DCUN1D2	1726	1.98	Peripheral	0	0	0	defective in cullin neddylation 1 domain containing 2
GNG2	1727	1.98	Peripheral	0	0	0	G protein subunit gamma 2
PHB1	1728	1.979	Peripheral	0	0	0	prohibitin 1
COPS2	1729	1.979	Peripheral	0	0	0	COP9 signalosome subunit 2
CTNNA1	1730	1.979	Peripheral	0	0	0	catenin alpha 1
AKT3	1731	1.979	Peripheral	0	0	0	AKT serine/threonine kinase 3
SIGLEC1	1732	1.978	Peripheral	0	0	0	sialic acid binding Ig like lectin 1
GLB1	1733	1.978	Peripheral	0	0	0	galactosidase beta 1
NCK2	1734	1.978	Peripheral	0	0	0	NCK adaptor protein 2
FBP1	1735	1.977	Peripheral	0	0	0	fructose-bisphosphatase 1
HK3	1736	1.977	Peripheral	0	0	0	hexokinase 3
OGN	1737	1.977	Peripheral	0	0	0	osteoglycin
DNM3	1738	1.977	Peripheral	0	0	0	dynamin 3
PDE4B	1739	1.976	Peripheral	0	0	0	phosphodiesterase 4B
UBA3	1740	1.976	Peripheral	0	0	0	ubiquitin like modifier activating enzyme 3
MAF	1741	1.975	Peripheral	0	0	0	MAF bZIP transcription factor
RHOU	1742	1.975	Peripheral	0	0	0	ras homolog family member U
CD3D	1743	1.975	Peripheral	0	0	0	CD3d molecule
FBP2	1744	1.975	Peripheral	0	0	0	fructose-bisphosphatase 2
PIAS4	1745	1.975	Peripheral	0	0	0	protein inhibitor of activated STAT 4
IFFO1	1746	1.974	Core	0	0	1	intermediate filament family orphan 1
FMN1	1747	1.974	Peripheral	0	0	0	formin 1
MIF	1748	1.974	Peripheral	0	0	0	macrophage migration inhibitory factor
CCDC22	1749	1.974	Peripheral	0	0	0	coiled-coil domain containing 22
PNPT1	1750	1.974	Peripheral	0	0	0	polyribonucleotide nucleotidyltransferase 1
PSME3	1751	1.973	Peripheral	0	0	0	proteasome activator subunit 3
PELI1	1752	1.973	Peripheral	0	0	0	pellino E3 ubiquitin protein ligase 1
DNMT1	1753	1.972	Core	0	0	1	DNA methyltransferase 1
CYTH2	1754	1.971	Peripheral	0	0	0	cytohesin 2
NOTCH4	1755	1.971	Peripheral	0	0	0	notch receptor 4
RORA	1756	1.971	Peripheral	0	0	0	RAR related orphan receptor A
UBE2M	1757	1.971	Peripheral	0	0	0	ubiquitin conjugating enzyme E2 M
PARP1	1758	1.971	Peripheral	0	0	0	poly(ADP-ribose) polymerase 1
RAD9A	1759	1.97	Peripheral	0	0	0	RAD9 checkpoint clamp component A
CSNK1G2	1760	1.97	Peripheral	0	0	0	casein kinase 1 gamma 2
ACE	1761	1.97	Peripheral	0	0	0	angiotensin I converting enzyme
A4GALT	1762	1.97	Peripheral	0	0	0	alpha 1,4-galactosyltransferase (P blood group)
AGRN	1763	1.97	Peripheral	0	0	0	agrin
CAMKK2	1764	1.97	Peripheral	0	0	0	calcium/calmodulin dependent protein kinase kinase 2
ITGA2B	1765	1.969	Peripheral	0	0	0	integrin subunit alpha 2b
KPNA2	1766	1.969	Peripheral	0	0	0	karyopherin subunit alpha 2
DNM1	1767	1.969	Peripheral	0	0	0	dynamin 1
FGG	1768	1.968	Peripheral	0	0	0	fibrinogen gamma chain
JDP2	1769	1.968	Core	0	0	1	Jun dimerization protein 2
RTN4R	1770	1.968	Peripheral	0	0	0	reticulon 4 receptor
GCG	1771	1.967	Core	1	0	0	glucagon
C1orf116	1772	1.967	Peripheral	0	0	0	chromosome 1 open reading frame 116
CAP2	1773	1.967	Peripheral	0	0	0	cyclase associated actin cytoskeleton regulatory protein 2
PARVB	1774	1.967	Peripheral	0	0	0	parvin beta
EPHB2	1775	1.966	Peripheral	0	0	0	EPH receptor B2
DIAPH3	1776	1.966	Peripheral	0	0	0	diaphanous related formin 3
ARAP1	1777	1.965	Peripheral	0	0	0	ArfGAP with RhoGAP domain, ankyrin repeat and PH domain 1
CCR6	1778	1.965	Peripheral	0	0	0	C-C motif chemokine receptor 6
ARHGDIB	1779	1.965	Peripheral	0	0	0	Rho GDP dissociation inhibitor beta
CDK12	1780	1.965	Peripheral	0	0	0	cyclin dependent kinase 12
EHMT2	1781	1.965	Peripheral	0	0	0	euchromatic histone lysine methyltransferase 2
HEY2	1782	1.965	Peripheral	0	0	0	hes related family bHLH transcription factor with YRPW motif 2
PRPF3	1783	1.965	Peripheral	0	0	0	pre-mRNA processing factor 3
CPLX2	1784	1.965	Peripheral	0	0	0	complexin 2
CHD3	1785	1.965	Peripheral	0	0	0	chromodomain helicase DNA binding protein 3
DAAM2	1786	1.964	Peripheral	0	0	0	dishevelled associated activator of morphogenesis 2
CACNA1B	1787	1.964	Peripheral	0	0	0	calcium voltage-gated channel subunit alpha1 B
ARHGAP10	1788	1.964	Peripheral	0	0	0	Rho GTPase activating protein 10
CBX1	1789	1.963	Peripheral	0	0	0	chromobox 1
WASL	1790	1.963	Peripheral	0	0	0	WASP like actin nucleation promoting factor
ACTN1	1791	1.963	Peripheral	0	0	0	actinin alpha 1
PLAUR	1792	1.962	Peripheral	0	0	0	plasminogen activator, urokinase receptor
EPSTI1	1793	1.962	Core	0	0	1	epithelial stromal interaction 1
TNP2	1794	1.961	Core	1	0	0	transition protein 2
CDC25A	1795	1.961	Peripheral	0	0	0	cell division cycle 25A
LGALS3	1796	1.961	Peripheral	0	0	0	galectin 3
GNB2	1797	1.961	Peripheral	0	0	0	G protein subunit beta 2
CASP10	1798	1.96	Peripheral	0	0	0	caspase 10
HGS	1799	1.96	Peripheral	0	0	0	hepatocyte growth factor-regulated tyrosine kinase substrate
THADA	1800	1.96	Core	1	0	0	THADA armadillo repeat containing
GKAP1	1801	1.96	Peripheral	0	0	0	G kinase anchoring protein 1
SGMS1	1802	1.96	Peripheral	0	0	0	sphingomyelin synthase 1
DNM2	1803	1.96	Peripheral	0	0	0	dynamin 2
IL31	1804	1.959	Peripheral	0	0	0	interleukin 31
IL31RA	1804	1.959	Peripheral	0	0	0	interleukin 31 receptor A
EVPL	1806	1.959	Peripheral	0	0	0	envoplakin
TCP1	1807	1.959	Peripheral	0	0	0	t-complex 1
TRIO	1808	1.959	Peripheral	0	0	0	trio Rho guanine nucleotide exchange factor
EFNB1	1809	1.959	Peripheral	0	0	0	ephrin B1
RAB13	1810	1.958	Peripheral	0	0	0	RAB13, member RAS oncogene family
LINGO1	1811	1.957	Peripheral	0	0	0	leucine rich repeat and Ig domain containing 1
CTNND2	1812	1.957	Peripheral	0	0	0	catenin delta 2
GSDMB	1813	1.957	Core	1	0	0	gasdermin B
ZPBP2	1813	1.957	Core	1	0	0	zona pellucida binding protein 2
VTI1A	1815	1.957	Peripheral	0	0	0	vesicle transport through interaction with t-SNAREs 1A
POMC	1816	1.957	Peripheral	0	0	0	proopiomelanocortin
LIX1	1817	1.957	Core	0	0	1	limb and CNS expressed 1
NKIRAS1	1818	1.956	Peripheral	0	0	0	NFKB inhibitor interacting Ras like 1
IL1F10	1819	1.955	Peripheral	0	0	0	interleukin 1 family member 10
MYH2	1820	1.955	Peripheral	0	0	0	myosin heavy chain 2
FADS1	1821	1.953	Core	1	0	0	fatty acid desaturase 1
BAG4	1822	1.953	Peripheral	0	0	0	BAG cochaperone 4
H3C14	1823	1.953	Peripheral	0	0	0	H3 clustered histone 14
MICAL3	1824	1.953	Peripheral	0	0	0	microtubule associated monooxygenase, calponin and LIM domain containing 3
CEP43	1825	1.953	Peripheral	0	0	0	centrosomal protein 43
BRF2	1826	1.953	Peripheral	0	0	0	BRF2 RNA polymerase III transcription initiation factor subunit
ODF1	1827	1.952	Peripheral	0	0	0	outer dense fiber of sperm tails 1
PSMC5	1828	1.952	Peripheral	0	0	0	proteasome 26S subunit, ATPase 5
SGK1	1829	1.951	Peripheral	0	0	0	serum/glucocorticoid regulated kinase 1
LIMK2	1830	1.951	Peripheral	0	0	0	LIM domain kinase 2
LCP2	1831	1.951	Peripheral	0	0	0	lymphocyte cytosolic protein 2
CD3E	1832	1.951	Peripheral	0	0	0	CD3e molecule
TIGAR	1833	1.95	Peripheral	0	0	0	TP53 induced glycolysis regulatory phosphatase
RNMT	1834	1.95	Core	0	0	1	RNA guanine-7 methyltransferase
ELMO1	1835	1.949	Peripheral	0	0	0	engulfment and cell motility 1
CCNB2	1836	1.949	Peripheral	0	0	0	cyclin B2
SETD2	1837	1.949	Peripheral	0	0	0	SET domain containing 2, histone lysine methyltransferase
PSMA8	1838	1.949	Peripheral	0	0	0	proteasome 20S subunit alpha 8
CUL1	1839	1.948	Peripheral	0	0	0	cullin 1
TUBA1B	1840	1.948	Peripheral	0	0	0	tubulin alpha 1b
XRCC4	1841	1.948	Peripheral	0	0	0	X-ray repair cross complementing 4
CAND1	1842	1.948	Peripheral	0	0	0	cullin associated and neddylation dissociated 1
YKT6	1843	1.947	Peripheral	0	0	0	YKT6 v-SNARE homolog
CHMP4B	1844	1.947	Peripheral	0	0	0	charged multivesicular body protein 4B
WAS	1845	1.947	Peripheral	0	0	0	WASP actin nucleation promoting factor
ARHGEF1	1846	1.946	Peripheral	0	0	0	Rho guanine nucleotide exchange factor 1
UGCG	1847	1.946	Peripheral	0	0	0	UDP-glucose ceramide glucosyltransferase
USP5	1848	1.945	Core	0	0	1	ubiquitin specific peptidase 5
PRKAA1	1849	1.945	Peripheral	0	0	0	protein kinase AMP-activated catalytic subunit alpha 1
EIF2B4	1850	1.945	Core	1	0	0	eukaryotic translation initiation factor 2B subunit delta
COL1A1	1851	1.945	Peripheral	0	0	0	collagen type I alpha 1 chain
PLG	1852	1.944	Peripheral	0	0	0	plasminogen
FCGR3A	1853	1.944	Peripheral	0	0	0	Fc gamma receptor IIIa
PEBP1	1854	1.944	Peripheral	0	0	0	phosphatidylethanolamine binding protein 1
AXIN1	1855	1.943	Peripheral	0	0	0	axin 1
MYH9	1856	1.942	Peripheral	0	0	0	myosin heavy chain 9
TDP2	1857	1.942	Peripheral	0	0	0	tyrosyl-DNA phosphodiesterase 2
SUMO2	1858	1.942	Peripheral	0	0	0	small ubiquitin like modifier 2
UBAC1	1859	1.942	Peripheral	0	0	0	UBA domain containing 1
AURKA	1860	1.942	Peripheral	0	0	0	aurora kinase A
ARHGDIA	1861	1.942	Peripheral	0	0	0	Rho GDP dissociation inhibitor alpha
MIDN	1862	1.942	Core	0	0	1	midnolin
SNAP23	1863	1.941	Peripheral	0	0	0	synaptosome associated protein 23
MRPL33	1864	1.941	Core	0	0	1	mitochondrial ribosomal protein L33
PBDC1	1865	1.941	Peripheral	0	0	0	polysaccharide biosynthesis domain containing 1
BDH2	1866	1.941	Core	0	0	1	3-hydroxybutyrate dehydrogenase 2
NRK	1867	1.939	Peripheral	0	0	0	Nik related kinase
SUMF1	1868	1.939	Peripheral	0	0	0	sulfatase modifying factor 1
CCR8	1869	1.939	Peripheral	0	0	0	C-C motif chemokine receptor 8
CTBP1	1870	1.938	Peripheral	0	0	0	C-terminal binding protein 1
SIGLEC7	1871	1.938	Peripheral	0	0	0	sialic acid binding Ig like lectin 7
SIGLEC9	1871	1.938	Peripheral	0	0	0	sialic acid binding Ig like lectin 9
HHEX	1873	1.938	Core	1	0	0	hematopoietically expressed homeobox
HLA-DRB1	1874	1.936	Peripheral	0	0	0	major histocompatibility complex, class II, DR beta 1
PAX5	1875	1.936	Peripheral	0	0	0	paired box 5
HUS1	1876	1.936	Peripheral	0	0	0	HUS1 checkpoint clamp component
NCOR2	1877	1.936	Peripheral	0	0	0	nuclear receptor corepressor 2
COX6A2	1878	1.935	Core	0	0	1	cytochrome c oxidase subunit 6A2
CLCF1	1879	1.935	Peripheral	0	0	0	cardiotrophin like cytokine factor 1
RNF14	1880	1.935	Core	0	0	1	ring finger protein 14
OBSCN	1881	1.935	Peripheral	0	0	0	obscurin, cytoskeletal calmodulin and titin-interacting RhoGEF
COL1A2	1882	1.935	Peripheral	0	0	0	collagen type I alpha 2 chain
SHANK1	1883	1.934	Peripheral	0	0	0	SH3 and multiple ankyrin repeat domains 1
PROC	1884	1.934	Peripheral	0	0	0	protein C, inactivator of coagulation factors Va and VIIIa
BCCIP	1885	1.934	Peripheral	0	0	0	BRCA2 and CDKN1A interacting protein
RAB3C	1886	1.934	Peripheral	0	0	0	RAB3C, member RAS oncogene family
CUL7	1887	1.933	Peripheral	0	0	0	cullin 7
ADAM17	1888	1.933	Peripheral	0	0	0	ADAM metallopeptidase domain 17
NR4A1	1889	1.933	Peripheral	0	0	0	nuclear receptor subfamily 4 group A member 1
FSTL4	1890	1.933	Core	0	0	1	follistatin like 4
LAT	1891	1.932	Peripheral	0	0	0	linker for activation of T cells
CAT	1892	1.932	Peripheral	0	0	0	catalase
NRG1	1893	1.932	Peripheral	0	0	0	neuregulin 1
RAB3GAP2	1894	1.932	Peripheral	0	0	0	RAB3 GTPase activating non-catalytic protein subunit 2
RAD51	1895	1.931	Peripheral	0	0	0	RAD51 recombinase
DNMT3B	1896	1.931	Core	1	0	0	DNA methyltransferase 3 beta
ADCY1	1897	1.931	Peripheral	0	0	0	adenylate cyclase 1
SAFB	1898	1.931	Peripheral	0	0	0	scaffold attachment factor B
CXCR3	1899	1.93	Peripheral	0	0	0	C-X-C motif chemokine receptor 3
HOXA1	1900	1.93	Core	0	0	1	homeobox A1
MNAT1	1901	1.929	Peripheral	0	0	0	MNAT1 component of CDK activating kinase
RNF20	1902	1.929	Peripheral	0	0	0	ring finger protein 20
SUPT16H	1903	1.929	Peripheral	0	0	0	SPT16 homolog, facilitates chromatin remodeling subunit
COPS5	1904	1.929	Peripheral	0	0	0	COP9 signalosome subunit 5
PFKFB3	1905	1.928	Peripheral	0	0	0	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 3
TNFRSF18	1906	1.927	Core	1	0	0	TNF receptor superfamily member 18
PRKDC	1907	1.927	Peripheral	0	0	0	protein kinase, DNA-activated, catalytic subunit
RALB	1908	1.925	Peripheral	0	0	0	RAS like proto-oncogene B
MBD3	1909	1.925	Peripheral	0	0	0	methyl-CpG binding domain protein 3
TFE3	1910	1.924	Peripheral	0	0	0	transcription factor binding to IGHM enhancer 3
CLCN6	1911	1.924	Peripheral	0	0	0	chloride voltage-gated channel 6
EFNA2	1912	1.924	Peripheral	0	0	0	ephrin A2
KLK5	1913	1.924	Peripheral	0	0	0	kallikrein related peptidase 5
SLC9B1	1914	1.924	Core	0	0	1	solute carrier family 9 member B1
F2	1915	1.922	Peripheral	0	0	0	coagulation factor II, thrombin
JAKMIP1	1916	1.922	Peripheral	0	0	0	janus kinase and microtubule interacting protein 1
COPS3	1917	1.922	Peripheral	0	0	0	COP9 signalosome subunit 3
PRRT2	1918	1.921	Peripheral	0	0	0	proline rich transmembrane protein 2
PRORP	1919	1.921	Core	1	0	0	protein only RNase P catalytic subunit
FLT1	1920	1.921	Peripheral	0	0	0	fms related receptor tyrosine kinase 1
GLUL	1921	1.921	Peripheral	0	0	0	glutamate-ammonia ligase
INKA1	1922	1.92	Core	1	0	0	inka box actin regulator 1
HNRNPA0	1923	1.92	Peripheral	0	0	0	heterogeneous nuclear ribonucleoprotein A0
HLA-DRA	1924	1.92	Peripheral	0	0	0	major histocompatibility complex, class II, DR alpha
ARHGEF11	1925	1.92	Peripheral	0	0	0	Rho guanine nucleotide exchange factor 11
DCUN1D4	1926	1.92	Peripheral	0	0	0	defective in cullin neddylation 1 domain containing 4
FGFR1	1927	1.92	Peripheral	0	0	0	fibroblast growth factor receptor 1
PELI3	1928	1.919	Peripheral	0	0	0	pellino E3 ubiquitin protein ligase family member 3
TPTEP2-CSNK1E	1929	1.919	Peripheral	0	0	0	TPTEP2-CSNK1E readthrough
SNX12	1930	1.919	Peripheral	0	0	0	sorting nexin 12
TRIM63	1931	1.918	Peripheral	0	0	0	tripartite motif containing 63
PLCE1	1932	1.918	Peripheral	0	0	0	phospholipase C epsilon 1
TERF2IP	1933	1.917	Peripheral	0	0	0	TERF2 interacting protein
PTPRF	1934	1.917	Peripheral	0	0	0	protein tyrosine phosphatase receptor type F
B3GALT6	1935	1.917	Core	1	0	0	beta-1,3-galactosyltransferase 6
RFC4	1936	1.916	Peripheral	0	0	0	replication factor C subunit 4
GP1BA	1937	1.916	Peripheral	0	0	0	glycoprotein Ib platelet subunit alpha
GPS1	1938	1.916	Peripheral	0	0	0	G protein pathway suppressor 1
PIP5K1B	1939	1.915	Peripheral	0	0	0	phosphatidylinositol-4-phosphate 5-kinase type 1 beta
FCAMR	1940	1.915	Core	0	0	1	Fc alpha and mu receptor
FAM131B	1941	1.915	Peripheral	0	0	0	family with sequence similarity 131 member B
WWP1	1942	1.915	Peripheral	0	0	0	WW domain containing E3 ubiquitin protein ligase 1
ARIH1	1943	1.915	Peripheral	0	0	0	ariadne RBR E3 ubiquitin protein ligase 1
PMPCB	1944	1.914	Peripheral	0	0	0	peptidase, mitochondrial processing subunit beta
CCL21	1945	1.914	Core	1	0	0	C-C motif chemokine ligand 21
PFKFB4	1946	1.914	Peripheral	0	0	0	6-phosphofructo-2-kinase/fructose-2,6-biphosphatase 4
SUPT5H	1947	1.913	Peripheral	0	0	0	SPT5 homolog, DSIF elongation factor subunit
CCT3	1948	1.913	Peripheral	0	0	0	chaperonin containing TCP1 subunit 3
MTA2	1949	1.913	Peripheral	0	0	0	metastasis associated 1 family member 2
SDF2L1	1950	1.913	Core	1	0	0	stromal cell derived factor 2 like 1
ATP6V1G1	1951	1.913	Core	0	0	1	ATPase H+ transporting V1 subunit G1
PDGFA	1952	1.913	Peripheral	0	0	0	platelet derived growth factor subunit A
WFS1	1953	1.913	Peripheral	0	0	0	wolframin ER transmembrane glycoprotein
DCUN1D5	1954	1.913	Peripheral	0	0	0	defective in cullin neddylation 1 domain containing 5
GRIN2B	1955	1.912	Peripheral	0	0	0	glutamate ionotropic receptor NMDA type subunit 2B
AFF4	1956	1.912	Core	0	0	1	AF4/FMR2 family member 4
CDKAL1	1957	1.912	Core	1	0	0	CDK5 regulatory subunit associated protein 1 like 1
SMARCA5	1958	1.911	Peripheral	0	0	0	SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 5
RYR1	1959	1.911	Peripheral	0	0	0	ryanodine receptor 1
ATR	1960	1.911	Peripheral	0	0	0	ATR serine/threonine kinase
PSME1	1961	1.911	Peripheral	0	0	0	proteasome activator subunit 1
NR0B2	1962	1.91	Peripheral	0	0	0	nuclear receptor subfamily 0 group B member 2
C4BPA	1963	1.91	Peripheral	0	0	0	complement component 4 binding protein alpha
ARHGAP6	1964	1.909	Peripheral	0	0	0	Rho GTPase activating protein 6
PIP5K1A	1965	1.909	Peripheral	0	0	0	phosphatidylinositol-4-phosphate 5-kinase type 1 alpha
VCAN	1966	1.908	Peripheral	0	0	0	versican
NOTCH2	1967	1.907	Peripheral	0	0	0	notch receptor 2
AGFG1	1968	1.907	Core	0	0	1	ArfGAP with FG repeats 1
TUBA1C	1969	1.907	Peripheral	0	0	0	tubulin alpha 1c
STAMBPL1	1970	1.907	Core	1	0	0	STAM binding protein like 1
RAB3B	1971	1.906	Peripheral	0	0	0	RAB3B, member RAS oncogene family
STXBP5	1972	1.906	Peripheral	0	0	0	syntaxin binding protein 5
TXNRD1	1973	1.906	Peripheral	0	0	0	thioredoxin reductase 1
GRAP2	1974	1.906	Peripheral	0	0	0	GRB2 related adaptor protein 2
CR2	1975	1.906	Peripheral	0	0	0	complement C3d receptor 2
PTGS1	1976	1.905	Peripheral	0	0	0	prostaglandin-endoperoxide synthase 1
GRM1	1977	1.905	Peripheral	0	0	0	glutamate metabotropic receptor 1
PIP5K1C	1978	1.905	Peripheral	0	0	0	phosphatidylinositol-4-phosphate 5-kinase type 1 gamma
PPIA	1979	1.904	Peripheral	0	0	0	peptidylprolyl isomerase A
PPARA	1980	1.904	Peripheral	0	0	0	peroxisome proliferator activated receptor alpha
TUBB	1981	1.904	Peripheral	0	0	0	tubulin beta class I
COPS8	1982	1.904	Peripheral	0	0	0	COP9 signalosome subunit 8
MAP4K5	1983	1.904	Peripheral	0	0	0	mitogen-activated protein kinase kinase kinase kinase 5
